loss,mae,val_loss,val_mae,learning_rate
2.7998058795928955,1.4724458456039429,0.3232553005218506,0.5620115995407104,0.0010000000474974513
0.8080347776412964,0.7490325570106506,0.09332558512687683,0.29220902919769287,0.0010000000474974513
0.35074934363365173,0.4759359359741211,0.06987921893596649,0.25137221813201904,0.0010000000474974513
0.18206733465194702,0.3285754323005676,0.07644084095954895,0.2631101906299591,0.0010000000474974513
0.16367270052433014,0.31917938590049744,0.04629067704081535,0.19988761842250824,0.0010000000474974513
0.13104771077632904,0.27923330664634705,0.06986718624830246,0.24763189256191254,0.0010000000474974513
0.11814242601394653,0.2726150453090668,0.03966744616627693,0.17374290525913239,0.0010000000474974513
0.10499938577413559,0.2569071352481842,0.024914320558309555,0.1304604858160019,0.0010000000474974513
0.09083486348390579,0.2410636693239212,0.012719438411295414,0.09514863789081573,0.0010000000474974513
0.102916419506073,0.2514044940471649,0.036254070699214935,0.1603451669216156,0.0010000000474974513
0.07697007060050964,0.22279353439807892,0.024852687492966652,0.12800505757331848,0.0010000000474974513
0.08503513038158417,0.22560392320156097,0.038527265191078186,0.16702237725257874,0.0010000000474974513
0.07460963726043701,0.20998038351535797,0.041916247457265854,0.17640724778175354,0.0010000000474974513
0.06283960491418839,0.19712507724761963,0.031831175088882446,0.15089555084705353,0.0010000000474974513
0.05943729728460312,0.1929774433374405,0.021890532225370407,0.12087446451187134,0.0005000000237487257
0.05382043868303299,0.18295839428901672,0.023643406108021736,0.12741069495677948,0.0005000000237487257
0.06443729251623154,0.19938147068023682,0.010896172374486923,0.08840754628181458,0.0005000000237487257
0.05208176001906395,0.17878173291683197,0.010384646244347095,0.08618251979351044,0.0005000000237487257
0.05429893732070923,0.18406268954277039,0.011713865213096142,0.08944429457187653,0.0005000000237487257
0.05386389046907425,0.18191000819206238,0.00821716245263815,0.08046106994152069,0.0005000000237487257
0.058532848954200745,0.19047053158283234,0.007361606694757938,0.07699594646692276,0.0005000000237487257
0.05335785821080208,0.18137410283088684,0.010622863657772541,0.08618820458650589,0.0005000000237487257
0.05160673335194588,0.17884142696857452,0.006770022679120302,0.07471686601638794,0.0005000000237487257
0.05309450626373291,0.1830723136663437,0.011244939640164375,0.08824598789215088,0.0005000000237487257
0.049693137407302856,0.17867790162563324,0.004892134573310614,0.062244463711977005,0.0005000000237487257
0.04633157700300217,0.169125035405159,0.006779986899346113,0.06349890679121017,0.0005000000237487257
0.04834190383553505,0.17236986756324768,0.008001801557838917,0.06639022380113602,0.0005000000237487257
0.045553822070360184,0.16824941337108612,0.03795497119426727,0.18266712129116058,0.0005000000237487257
0.042920906096696854,0.1593630313873291,0.01385260745882988,0.09726084768772125,0.0005000000237487257
0.039944738149642944,0.155489981174469,0.023154186084866524,0.1377633810043335,0.0005000000237487257
0.04015174135565758,0.15776684880256653,0.018691370263695717,0.12072912603616714,0.0002500000118743628
0.03830626606941223,0.15926891565322876,0.0460306853055954,0.20408250391483307,0.0002500000118743628
0.03563978150486946,0.14995045959949493,0.027267003431916237,0.15108799934387207,0.0002500000118743628
0.033367522060871124,0.14681173861026764,0.02774730697274208,0.15321190655231476,0.0002500000118743628
0.0446673259139061,0.16501016914844513,0.024096988141536713,0.14070619642734528,0.0002500000118743628
